Loan_ID,Bank,Customer_Name,Gender,Married,Dependents,Education,Employment_Status,Applicant_Income,Coapplicant_Income,Loan_Amount,Loan_Term_Months,Credit_History,Property_Area,Age,Loan_Status,CIBIL_Score,Annual_Household_Income,Debt_to_Income_Ratio,Purpose_of_Loan,Existing_EMIs,Number_of_Previous_Loans,Default_History_Count,Employment_Length_Years,Business_Type,Asset_Value,Guarantor,Co-signer_Relationship,Monthly_Expense,Organization_Type,Region_Branch,Mobile_Verified,Email_Verified,Institutional_Relationships,Application_Text,Customer_Feedback,Agent_Notes,Loan_to_Annual_Income,Customer_Sentiment,Religion,State,City,PIN_Code,Aadhaar_Synthetic,Phone_Number,Email,Occupation
242.0,0.0,32.0,0.0,1.0,2.0,1.0,3.0,14023.0,13021.0,1799951.0,360.0,0.0,1.0,28.0,1.0,542.0,324528.0,0.592,3.0,15999.0,0.0,0.0,4.0,6.0,473282.0,0.0,2.0,13721.0,0.0,4.0,1.0,1.0,2.0,221.0,1.0,3.0,5.546,2.0,2.0,8.0,21.0,499243.0,214000000000.0,9342138820.0,32.0,0.0
243.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0,32514.0,19891.25,320571.0,12.0,1.0,0.0,37.0,0.0,688.0,649500.0,0.332,4.0,17986.0,0.0,0.0,3.0,6.0,1823219.0,0.0,5.0,14892.0,1.0,2.0,1.0,1.0,0.0,166.0,2.0,0.0,0.494,2.0,2.0,5.0,9.0,172761.0,307000000000.0,9741176741.0,13.0,17.0
244.0,0.0,18.0,1.0,0.0,0.0,0.0,1.0,16686.0,0.0,1409388.0,60.0,0.0,1.0,25.0,1.0,621.0,200232.0,1.9409999999999998,1.0,38172.0,0.0,0.0,0.0,6.0,569886.0,0.0,3.0,13653.0,1.0,5.0,1.0,1.0,0.0,0.0,2.0,0.0,7.039,1.0,2.0,9.0,24.0,589308.0,151000000000.0,9150618538.0,18.0,0.0
245.0,0.0,12.0,1.0,1.0,0.0,0.0,1.0,48928.0,0.0,6255718.0,300.0,1.0,2.0,33.0,1.0,600.0,587136.0,0.454,3.0,22190.0,2.0,0.0,1.0,6.0,1490904.0,0.0,1.0,25419.0,0.0,3.0,1.0,1.0,3.0,141.0,4.0,2.0,10.655,2.0,2.0,4.0,17.0,67324.0,296000000000.0,9231830617.0,12.0,4.0
246.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,46140.0,11795.0,95841.0,48.0,1.0,0.0,30.0,0.0,686.0,695220.0,0.166,6.0,9621.0,1.0,0.0,0.0,6.0,2498784.0,0.0,5.0,24203.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.138,2.0,2.0,3.0,11.0,980397.0,206000000000.0,9434776958.0,4.0,6.0
247.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,54201.0,0.0,648052.0,60.0,1.0,2.0,25.0,0.0,670.0,650412.0,0.014,6.0,777.0,1.0,0.0,3.0,6.0,1572999.0,0.0,2.0,22380.0,4.0,6.0,1.0,1.0,4.0,221.0,2.0,2.0,0.996,2.0,2.0,9.0,12.0,966465.0,315000000000.0,9156277963.0,4.0,16.0
248.0,0.0,27.0,0.0,0.0,2.0,0.0,1.0,19520.0,10898.0,142638.0,12.0,0.0,2.0,46.0,0.0,697.0,365016.0,0.0,6.0,0.0,2.0,0.0,0.0,6.0,335563.0,0.0,5.0,10261.0,1.0,1.0,1.0,1.0,2.0,205.0,3.0,3.0,0.391,1.0,2.0,9.0,6.0,454552.0,836000000000.0,9640473504.0,27.0,2.0
249.0,0.0,32.0,1.0,0.0,0.0,0.0,1.0,40419.0,19891.25,366243.0,48.0,1.0,2.0,50.0,0.0,656.0,881136.0,0.645,5.0,47363.0,2.5,0.0,0.0,6.0,2702747.0,0.0,2.0,41488.0,4.0,0.0,1.0,1.0,4.0,187.0,4.0,0.0,0.416,2.0,2.0,7.0,8.0,536032.0,928000000000.0,9061558108.0,32.0,9.0
250.0,0.0,23.0,0.0,1.0,1.0,0.0,1.0,75757.0,0.0,7041233.0,300.0,1.0,1.0,37.0,0.0,726.0,909084.0,0.059,3.0,4440.0,1.0,0.0,6.0,6.0,3814107.0,0.0,3.0,25367.0,3.0,1.0,1.0,1.0,0.0,221.0,2.0,0.0,7.745,1.0,2.0,8.0,10.0,423410.0,329000000000.0,9300081867.0,23.0,0.0
251.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,25044.0,0.0,4475993.0,240.0,1.0,1.0,36.0,1.0,660.0,300528.0,0.619,3.0,15505.0,1.0,0.0,2.0,6.0,682276.0,0.0,4.0,11233.0,4.0,2.0,1.0,1.0,1.0,217.0,0.0,1.0,14.894,1.0,2.0,6.0,4.0,59265.0,403000000000.0,9118600892.0,0.0,15.0
252.0,0.0,31.0,0.0,0.0,0.0,1.0,1.0,35211.0,0.0,204907.0,36.0,1.0,1.0,34.0,0.0,644.0,422532.0,0.287,2.0,10122.0,1.0,0.0,1.0,6.0,938805.0,0.0,3.0,17553.0,0.0,5.0,1.0,1.0,1.0,221.0,2.0,1.0,0.485,0.0,2.0,3.0,26.0,263474.0,395000000000.0,9497646136.0,31.0,4.0
253.0,0.0,18.0,1.0,1.0,1.0,0.0,1.0,30714.0,0.0,2988394.0,120.0,1.0,0.0,25.0,1.0,670.0,368568.0,1.212,1.0,37232.0,1.0,0.0,3.0,6.0,1050197.0,0.0,4.0,24244.0,4.0,0.0,1.0,1.0,3.0,215.0,0.0,2.0,8.108,2.0,2.0,9.0,6.0,567576.0,488000000000.0,9390637579.0,18.0,15.0
254.0,0.0,31.0,0.0,1.0,1.0,0.0,1.0,34810.0,0.0,713636.0,48.0,1.0,2.0,20.0,0.0,636.0,417720.0,0.0,2.0,0.0,0.0,0.0,6.0,6.0,1942393.0,0.0,3.0,12306.0,4.0,6.0,1.0,1.0,3.0,78.0,2.0,0.0,1.708,0.0,2.0,9.0,6.0,798919.0,212000000000.0,9978930746.0,31.0,7.0
255.0,0.0,32.0,1.0,1.0,1.0,0.0,1.0,50214.0,19891.25,4408995.0,360.0,1.0,0.0,48.0,0.0,701.0,1044360.0,0.337,3.0,29296.0,1.0,0.0,1.0,6.0,3585328.0,0.0,5.0,34629.0,2.0,2.0,1.0,1.0,3.0,118.0,0.0,3.0,4.222,2.0,2.0,8.0,14.0,869544.0,59960438787.0,9535778811.0,32.0,11.0
256.0,0.0,25.0,1.0,1.0,0.0,0.0,1.0,40922.0,0.0,914159.0,72.0,1.0,2.0,40.0,0.0,702.0,491064.0,0.435,0.0,17799.0,1.0,0.0,7.5,6.0,1315754.0,0.0,4.0,17890.0,2.0,3.0,1.0,1.0,4.0,221.0,3.0,4.0,1.862,0.0,2.0,2.0,18.0,380299.0,203000000000.0,9287286604.0,25.0,15.0
257.0,0.0,32.0,1.0,0.0,1.0,0.0,2.0,3000.0,2120.0,373297.0,48.0,0.0,2.0,44.0,1.0,649.0,61440.0,1.9409999999999998,2.0,17873.0,2.0,0.0,0.0,6.0,0.0,0.0,5.0,2000.0,2.0,6.0,1.0,1.0,1.0,74.0,3.0,3.0,6.076,2.0,2.0,7.0,28.0,843141.0,486000000000.0,9589477352.0,32.0,14.0
258.0,0.0,18.0,1.0,1.0,1.0,0.0,1.0,52543.0,19891.25,224179.0,12.0,1.0,2.0,34.0,0.0,684.0,1092912.0,0.322,5.0,29320.0,2.0,0.0,0.0,6.0,2782446.0,0.0,3.0,41561.0,2.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,0.205,0.0,2.0,5.0,9.0,387417.0,706000000000.0,9187510979.0,18.0,14.0
259.0,0.0,23.0,0.0,1.0,2.0,0.0,1.0,14238.0,0.0,580185.0,24.0,0.0,0.0,39.0,1.0,583.0,170856.0,1.9409999999999998,2.0,32397.0,1.0,0.0,1.0,6.0,134522.0,0.0,1.0,10743.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,4.0,3.396,1.0,2.0,2.0,18.0,85579.0,835000000000.0,9648831921.0,23.0,9.0
260.0,0.0,29.0,1.0,1.0,0.0,1.0,1.0,15584.0,0.0,1553478.0,240.0,1.0,0.0,18.0,1.0,685.0,187008.0,1.314,3.0,20470.0,0.0,0.0,7.5,6.0,1610134.0,0.0,1.0,15584.0,0.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,8.307,2.0,2.0,9.0,12.0,542101.0,491000000000.0,9973203319.0,29.0,17.0
261.0,0.0,18.0,1.0,1.0,1.0,0.0,1.0,59470.0,0.0,1078150.0,60.0,1.0,2.0,49.0,0.0,636.0,713640.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,2692528.0,0.0,1.0,33971.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,1.511,2.0,2.0,6.0,3.0,217905.0,705000000000.0,9813866675.0,18.0,7.0
262.0,0.0,39.0,1.0,0.0,2.0,0.0,2.0,3000.0,3362.0,2333119.0,240.0,1.0,2.0,21.0,1.0,794.0,76344.0,1.9409999999999998,3.0,42652.0,2.0,0.0,3.0,6.0,321186.0,0.0,2.0,2000.0,1.0,0.0,1.0,1.0,4.0,217.0,3.0,3.0,19.84825,2.0,2.0,5.0,1.0,723434.0,819000000000.0,9186520575.0,39.0,11.0
263.0,0.0,38.0,0.0,1.0,1.0,0.0,1.0,96646.0,19891.25,525522.0,36.0,0.0,2.0,33.0,0.0,496.0,1442556.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,4949370.0,0.0,3.0,60236.0,1.0,5.0,1.0,1.0,1.0,0.0,3.0,4.0,0.364,1.0,2.0,0.0,23.0,709185.0,837000000000.0,9945154809.0,38.0,5.0
264.0,0.0,13.0,1.0,0.0,2.0,0.0,2.0,47615.0,0.0,1969454.0,120.0,1.0,1.0,30.0,0.0,796.0,571380.0,0.574,1.0,27334.0,1.0,0.0,2.0,6.0,1485258.0,0.0,1.0,14472.0,0.0,6.0,1.0,1.0,4.0,215.0,0.0,0.0,3.447,2.0,2.0,4.0,19.0,682364.0,476000000000.0,9727810509.0,13.0,17.0
265.0,0.0,4.0,0.0,1.0,2.0,1.0,2.0,3000.0,3028.0,5165081.0,300.0,1.0,2.0,34.0,1.0,652.0,72336.0,1.427,3.0,8602.0,1.0,0.0,0.0,6.0,190752.0,0.0,1.0,5241.0,0.0,3.0,1.0,1.0,4.0,221.0,0.0,3.0,19.84825,0.0,2.0,6.0,3.0,344674.0,161000000000.0,9055295806.0,4.0,11.0
266.0,0.0,13.0,1.0,1.0,0.0,0.0,1.0,54286.0,0.0,2706402.0,360.0,0.0,0.0,49.0,1.0,585.0,651432.0,0.539,3.0,29247.0,0.0,0.0,2.0,6.0,1674868.0,0.0,5.0,21244.0,3.0,1.0,1.0,1.0,1.0,100.0,0.0,0.0,4.155,2.0,2.0,4.0,17.0,598834.0,382000000000.0,9620448515.0,13.0,2.0
267.0,0.0,33.0,0.0,0.0,3.0,1.0,2.0,51235.0,0.0,4275362.0,240.0,1.0,1.0,21.0,1.0,650.0,614820.0,0.743,3.0,38054.0,0.0,0.0,2.0,6.0,1261567.0,0.0,2.0,14721.0,2.0,2.0,1.0,1.0,1.0,116.0,1.0,3.0,6.954,1.0,2.0,3.0,13.0,311311.0,197000000000.0,9203571343.0,33.0,17.0
268.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,45941.0,0.0,578007.0,240.0,0.0,1.0,41.0,0.0,578.0,551292.0,0.688,1.0,31598.0,1.0,0.0,5.0,6.0,1269079.0,0.0,3.0,22303.0,4.0,0.0,1.0,1.0,4.0,60.0,0.0,2.0,1.048,1.0,2.0,9.0,12.0,500242.0,642000000000.0,9244741759.0,0.0,12.0
269.0,0.0,18.0,1.0,1.0,0.0,1.0,1.0,5000.0,0.0,2915916.0,240.0,1.0,1.0,45.0,0.0,693.0,60000.0,0.0,1.0,0.0,1.0,0.0,2.0,6.0,0.0,0.0,5.0,2000.0,3.0,2.0,1.0,1.0,4.0,221.0,0.0,1.0,19.84825,2.0,2.0,8.0,10.0,400113.0,872000000000.0,9435884183.0,18.0,5.0
270.0,0.0,38.0,1.0,0.0,0.0,0.0,1.0,12540.0,13258.0,693932.0,300.0,1.0,0.0,52.0,0.0,648.0,309576.0,0.132,3.0,3412.0,0.0,0.0,5.0,6.0,1151996.0,0.0,4.0,12298.0,3.0,4.0,1.0,1.0,3.0,1.0,4.0,1.0,2.242,2.0,2.0,0.0,5.0,425979.0,402000000000.0,9690515026.0,38.0,6.0
271.0,0.0,17.0,1.0,0.0,0.0,1.0,2.0,36122.0,0.0,4125531.0,120.0,1.0,2.0,39.0,0.0,616.0,433464.0,0.0,3.0,0.0,1.0,0.0,3.0,6.0,1277754.0,0.0,5.0,11032.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,9.518,0.0,2.0,8.0,21.0,579822.0,125000000000.0,9996673459.0,17.0,1.0
272.0,0.0,6.0,0.0,1.0,1.0,0.0,2.0,58076.0,0.0,261994.0,48.0,1.0,1.0,40.0,0.0,731.0,696912.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,2170540.0,0.0,0.0,37739.0,0.0,3.0,1.0,1.0,3.0,221.0,1.0,0.0,0.376,1.0,2.0,1.0,27.0,395166.0,640000000000.0,9028249839.0,6.0,17.0
273.0,0.0,17.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,1723577.0,360.0,0.0,0.0,23.0,1.0,579.0,0.0,1.9409999999999998,1.0,33083.0,0.0,0.0,1.0,6.0,490368.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,19.84825,2.0,2.0,6.0,16.0,946507.0,501000000000.0,9324412336.0,17.0,8.0
274.0,0.0,31.0,0.0,1.0,3.0,0.0,0.0,15141.0,0.0,267459.0,60.0,1.0,1.0,28.0,0.0,669.0,181692.0,0.0,4.0,0.0,1.0,0.0,7.0,6.0,186043.0,0.0,1.0,7713.0,1.0,5.0,1.0,1.0,4.0,1.0,4.0,2.0,1.472,1.0,2.0,0.0,20.0,11947.0,851000000000.0,9673162526.0,31.0,1.0
275.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0,30953.0,0.0,6156409.0,360.0,1.0,2.0,45.0,1.0,632.0,371436.0,0.841,3.0,26039.0,1.0,0.0,0.0,6.0,1879475.0,0.0,1.0,10038.0,0.0,2.0,1.0,1.0,2.0,221.0,2.0,2.0,16.575,1.0,2.0,9.0,24.0,765270.0,697000000000.0,9355580996.0,13.0,8.0
276.0,0.0,33.0,1.0,1.0,0.0,1.0,3.0,7230.0,0.0,127822.0,60.0,0.0,2.0,29.0,1.0,548.0,86760.0,1.671,5.0,12081.0,0.0,0.0,0.0,6.0,389080.0,0.0,0.0,2000.0,2.0,1.0,1.0,1.0,0.0,178.0,2.0,2.0,1.473,1.0,2.0,0.0,20.0,139253.0,730000000000.0,9446704622.0,33.0,13.0
277.0,0.0,28.0,1.0,0.0,2.0,0.0,1.0,46036.0,10716.0,857370.0,36.0,1.0,0.0,36.0,0.0,633.0,681024.0,0.571,0.0,32430.0,0.0,0.0,5.0,6.0,2898625.0,0.0,2.0,21118.0,4.0,5.0,1.0,1.0,3.0,0.0,4.0,2.0,1.259,2.0,2.0,5.0,15.0,510788.0,715000000000.0,9707660464.0,28.0,15.0
278.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,383360.0,48.0,1.0,1.0,20.0,1.0,725.0,0.0,1.9409999999999998,5.0,38342.0,1.0,0.0,2.0,6.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,4.0,190.0,3.0,2.0,19.84825,2.0,2.0,3.0,26.0,608997.0,858000000000.0,9205943897.0,0.0,11.0
279.0,0.0,17.0,1.0,0.0,0.0,1.0,1.0,18405.0,952.0,1588235.0,240.0,1.0,2.0,23.0,1.0,804.0,232284.0,1.781,1.0,34478.0,1.0,0.0,6.0,6.0,0.0,0.0,5.0,6327.0,1.0,6.0,1.0,1.0,3.0,215.0,1.0,1.0,6.837,0.0,2.0,4.0,22.0,904724.0,402000000000.0,9408424560.0,17.0,2.0
280.0,0.0,32.0,1.0,0.0,2.0,0.0,1.0,54825.0,19891.25,3630508.0,300.0,1.0,0.0,43.0,0.0,716.0,1306476.0,0.374,3.0,40688.0,1.0,0.0,0.0,6.0,3360044.0,0.0,2.0,55655.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.779,1.0,2.0,8.0,21.0,499544.0,91508632181.0,9227645793.0,32.0,3.0
281.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,25418.0,0.0,272096.0,48.0,1.0,0.0,42.0,0.0,613.0,305016.0,0.656,6.0,16682.0,1.0,0.0,7.0,6.0,1228693.0,0.0,4.0,16996.0,3.0,1.0,1.0,1.0,3.0,221.0,3.0,3.0,0.892,0.0,2.0,3.0,26.0,494333.0,15502916815.0,9466024161.0,4.0,9.0
282.0,0.0,13.0,1.0,1.0,0.0,0.0,1.0,30636.0,0.0,58160.0,60.0,1.0,1.0,48.0,0.0,702.0,367632.0,0.527,4.0,16134.0,2.0,0.0,0.0,6.0,592364.0,0.0,5.0,12579.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,0.158,0.0,2.0,3.0,26.0,71110.0,499000000000.0,9248096244.0,13.0,16.0
283.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0,75845.0,19891.25,3053789.0,360.0,1.0,1.0,27.0,0.0,676.0,1745442.0,0.082,3.0,12172.0,0.0,0.0,5.0,6.0,5146668.0,0.0,3.0,58846.0,3.0,4.0,1.0,1.0,2.0,217.0,0.0,4.0,1.711,2.0,2.0,7.0,8.0,553404.0,62447951330.0,9531949796.0,6.0,1.0
284.0,0.0,31.0,1.0,1.0,0.0,1.0,1.0,84800.0,0.0,422225.0,24.0,1.0,0.0,37.0,0.0,650.0,1017600.0,0.219,2.0,18555.0,0.0,0.0,5.0,6.0,3122314.0,0.0,2.0,37934.0,3.0,5.0,1.0,1.0,3.0,1.0,2.0,1.0,0.415,1.0,2.0,5.0,1.0,631853.0,781000000000.0,9826460917.0,31.0,4.0
285.0,0.0,4.0,1.0,1.0,2.0,1.0,2.0,19830.0,0.0,399139.0,24.0,1.0,0.0,21.0,0.0,698.0,237960.0,0.0,5.0,0.0,1.0,0.0,0.0,6.0,639447.0,0.0,2.0,19652.0,3.0,0.0,1.0,1.0,1.0,219.0,0.0,0.0,1.677,0.0,2.0,8.0,14.0,894517.0,385000000000.0,9295966048.0,4.0,6.0
286.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,6877.0,0.0,1957130.0,360.0,0.0,1.0,53.0,1.0,475.0,82524.0,1.9409999999999998,1.0,44387.0,1.0,0.0,0.0,6.0,0.0,0.0,4.0,2000.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,19.84825,0.0,2.0,0.0,5.0,281610.0,827000000000.0,9226865369.0,0.0,5.0
287.0,0.0,38.0,0.0,1.0,3.0,1.0,0.0,3423.0,0.0,7728174.625,180.0,1.0,2.0,33.0,1.0,734.0,41076.0,1.9409999999999998,3.0,35264.0,1.0,0.0,1.0,6.0,0.0,0.0,1.0,2000.0,1.0,0.0,1.0,1.0,3.0,160.0,4.0,3.0,19.84825,0.0,2.0,8.0,21.0,895872.0,159000000000.0,9226408572.0,38.0,15.0
288.0,0.0,31.0,1.0,1.0,1.0,1.0,1.0,73489.0,0.0,7590.0,48.0,0.0,1.0,34.0,0.0,557.0,881868.0,0.0,5.0,0.0,0.0,0.0,3.0,6.0,2473180.0,0.0,2.0,29653.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,0.009,2.0,2.0,7.0,28.0,676397.0,663000000000.0,9960593297.0,31.0,8.0
289.0,0.0,13.0,1.0,0.0,3.0,0.0,1.0,97012.0,0.0,201885.0,36.0,1.0,2.0,26.0,0.0,664.0,1164144.0,0.124,5.0,12001.0,1.0,0.0,1.0,6.0,4199753.0,0.0,2.0,47576.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.173,2.0,2.0,8.0,14.0,659210.0,969000000000.0,9524103977.0,13.0,10.0
290.0,0.0,20.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,367193.0,24.0,0.0,1.0,29.0,1.0,562.0,0.0,1.9409999999999998,5.0,4604.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,3.0,3.0,1.0,1.0,4.0,188.0,1.0,4.0,19.84825,1.0,2.0,3.0,26.0,97722.0,328000000000.0,9068761648.0,20.0,15.0
291.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,5036.0,0.0,363559.0,60.0,0.0,1.0,18.0,1.0,580.0,60432.0,0.343,5.0,1729.0,2.5,0.0,1.0,6.0,0.0,0.0,5.0,3666.0,1.0,3.0,1.0,1.0,0.0,221.0,2.0,4.0,6.016,1.0,2.0,3.0,13.0,503946.0,808000000000.0,9611249125.0,0.0,11.0
292.0,0.0,9.0,0.0,0.0,0.0,1.0,2.0,37674.0,17208.0,487715.0,60.0,1.0,2.0,47.0,0.0,732.0,658584.0,0.0,2.0,0.0,2.5,0.0,0.0,6.0,1846729.0,0.0,5.0,18580.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.741,2.0,2.0,8.0,14.0,454953.0,373000000000.0,9475749490.0,9.0,17.0
293.0,0.0,13.0,1.0,1.0,2.0,0.0,1.0,41296.0,19891.25,226276.0,36.0,1.0,2.0,29.0,0.0,659.0,778020.0,0.48,6.0,31140.0,1.0,0.0,7.5,6.0,1932844.0,0.0,4.0,32061.0,4.0,5.0,1.0,1.0,4.0,220.0,4.0,0.0,0.291,2.0,2.0,6.0,16.0,24911.0,404000000000.0,9742229464.0,13.0,10.0
294.0,0.0,13.0,1.0,1.0,1.0,0.0,1.0,86422.0,0.0,1975288.0,360.0,1.0,1.0,43.0,0.0,668.0,1037064.0,0.185,1.0,15978.0,2.5,0.0,0.0,6.0,2845809.0,0.0,0.0,33623.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,1.905,1.0,2.0,4.0,17.0,469301.0,943000000000.0,9252985856.0,13.0,6.0
295.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,53243.0,0.0,595022.0,48.0,1.0,2.0,36.0,0.0,810.0,638916.0,0.209,5.0,11131.0,1.0,0.0,5.0,6.0,1681865.0,0.0,5.0,17052.0,0.0,0.0,1.0,1.0,1.0,221.0,0.0,3.0,0.931,2.0,2.0,6.0,16.0,634941.0,728000000000.0,9491357790.0,0.0,3.0
296.0,0.0,25.0,0.0,1.0,0.0,0.0,1.0,42283.0,0.0,1417993.0,36.0,0.0,2.0,52.0,1.0,576.0,507396.0,0.253,0.0,10684.0,0.0,0.0,2.0,6.0,951569.0,0.0,1.0,17088.0,0.0,5.0,1.0,1.0,1.0,7.0,2.0,2.0,2.795,2.0,2.0,0.0,23.0,976586.0,351000000000.0,9107983342.0,25.0,10.0
297.0,0.0,21.0,1.0,1.0,1.0,0.0,0.0,35348.0,0.0,2223348.0,180.0,0.0,1.0,36.0,1.0,500.0,424176.0,1.355,1.0,47907.0,2.5,0.0,0.0,6.0,2212929.0,0.0,4.0,4014.0,2.0,4.0,1.0,1.0,3.0,1.0,0.0,0.0,5.242,0.0,2.0,0.0,23.0,62680.0,721000000000.0,9403339977.0,21.0,15.0
298.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,10796.0,8452.0,3819853.0,180.0,1.0,2.0,20.0,0.0,678.0,230976.0,0.0,3.0,0.0,1.0,0.0,0.0,6.0,36846.0,0.0,5.0,7089.0,0.0,4.0,1.0,1.0,3.0,110.0,4.0,2.0,16.538,0.0,2.0,5.0,15.0,591009.0,514000000000.0,9397490961.0,1.0,2.0
299.0,0.0,13.0,1.0,1.0,1.0,0.0,0.0,8903.0,2523.0,572078.0,60.0,1.0,0.0,36.0,1.0,697.0,137112.0,1.9409999999999998,4.0,31066.0,2.0,0.0,3.0,6.0,12240.0,0.0,3.0,7348.0,1.0,1.0,1.0,1.0,4.0,174.0,4.0,3.0,4.172,2.0,2.0,0.0,23.0,172775.0,970000000000.0,9844483548.0,13.0,3.0
300.0,0.0,32.0,1.0,1.0,0.0,0.0,3.0,4003.0,0.0,449361.0,60.0,1.0,2.0,35.0,1.0,705.0,48036.0,1.9409999999999998,2.0,33721.0,0.0,0.0,0.0,6.0,382514.0,0.0,3.0,2000.0,1.0,6.0,1.0,1.0,2.0,0.0,2.0,3.0,9.355,2.0,2.0,9.0,24.0,451145.0,713000000000.0,9641758231.0,32.0,10.0
301.0,0.0,6.0,0.0,1.0,1.0,1.0,2.0,45015.0,0.0,1191790.0,360.0,1.0,0.0,32.0,0.0,623.0,540180.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,324769.0,0.0,3.0,14458.0,3.0,5.0,1.0,1.0,4.0,221.0,0.0,4.0,2.206,2.0,2.0,0.0,5.0,47014.0,846000000000.0,9236229258.0,6.0,6.0
302.0,0.0,27.0,1.0,0.0,0.0,0.0,1.0,21575.0,15116.0,7728174.625,180.0,1.0,0.0,33.0,0.0,684.0,440292.0,0.698,3.0,25601.0,2.0,0.0,0.0,6.0,1512501.0,0.0,5.0,13658.0,3.0,4.0,1.0,1.0,0.0,1.0,4.0,0.0,18.436,0.0,2.0,3.0,26.0,736223.0,435000000000.0,9469660606.0,27.0,12.0
303.0,0.0,17.0,0.0,1.0,2.0,0.0,3.0,31483.0,0.0,94415.0,24.0,0.0,0.0,33.0,0.0,550.0,377796.0,0.023,4.0,730.0,0.0,0.0,0.0,6.0,656078.0,0.0,4.0,16758.0,3.0,5.0,1.0,1.0,3.0,176.0,0.0,1.0,0.25,1.0,2.0,6.0,4.0,555693.0,403000000000.0,9883398741.0,17.0,8.0
304.0,0.0,38.0,0.0,0.0,1.0,0.0,1.0,12347.0,0.0,303075.0,36.0,1.0,1.0,25.0,0.0,650.0,148164.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,969099.0,0.0,3.0,3608.0,1.0,3.0,1.0,1.0,4.0,221.0,3.0,3.0,2.046,0.0,2.0,0.0,20.0,304131.0,580000000000.0,9010548574.0,38.0,15.0
305.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,25159.0,0.0,991991.0,300.0,1.0,2.0,32.0,1.0,625.0,301908.0,1.14,3.0,28689.0,0.0,0.0,3.0,6.0,95219.0,0.0,5.0,7832.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,3.286,1.0,2.0,1.0,0.0,710609.0,156000000000.0,9359848840.0,4.0,17.0
306.0,0.0,24.0,1.0,1.0,0.0,1.0,1.0,80767.0,0.0,198463.0,36.0,0.0,0.0,25.0,0.0,658.0,969204.0,0.185,2.0,14976.0,2.0,0.0,0.0,6.0,2900365.0,0.0,5.0,38750.0,3.0,6.0,1.0,1.0,4.0,221.0,3.0,3.0,0.205,2.0,2.0,2.0,7.0,527585.0,557000000000.0,9449021666.0,24.0,6.0
307.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3000.0,1930.0,1885970.0,180.0,1.0,2.0,38.0,0.0,606.0,59160.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,4.0,4930.0,0.0,1.0,1.0,1.0,1.0,221.0,2.0,1.0,19.84825,1.0,2.0,4.0,19.0,472441.0,85096085874.0,9951191818.0,0.0,14.0
308.0,0.0,17.0,0.0,1.0,0.0,0.0,1.0,50558.0,19891.25,881839.0,240.0,1.0,1.0,41.0,0.0,795.0,1381692.0,0.286,1.0,32970.0,1.0,0.0,6.0,6.0,4273451.0,0.0,2.0,47890.0,2.0,6.0,1.0,1.0,4.0,215.0,0.0,0.0,0.638,1.0,2.0,5.0,15.0,757939.0,979000000000.0,9295786069.0,17.0,7.0
